Number,Name,Classification,Height,Weight,Typings,Abilities,Base Stat Total,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed
#582,Vanillite,Fresh Snow Pokémon,"['1\'04""', '0.4m']","['12.6lbs', '5.7kg']",['Ice'],"['Ice Body', 'Snow Cloak', 'Weak Armor']",305,36,50,50,65,60,44
#583,Vanillish,Icy Snow Pokémon,"['3\'07""', '1.1m']","['90.4lbs', '41.0kg']",['Ice'],"['Ice Body', 'Snow Cloak', 'Weak Armor']",395,51,65,65,80,75,59
#584,Vanilluxe,Snowstorm Pokémon,"['4\'03""', '1.3m']","['126.8lbs', '57.5kg']",['Ice'],"['Ice Body', 'Snow Warning', 'Weak Armor']",535,71,95,85,110,95,79
#585,Deerling,Season Pokémon,"['2\'00""', '0.6m']","['43.0lbs', '19.5kg']","['Normal', 'Grass']","['Chlorophyll', 'Sap Sipper', 'Serene Grace']",335,60,60,50,40,50,75
#586,Sawsbuck,Season Pokémon,"['6\'03""', '1.9m']","['203.9lbs', '92.5kg']","['Normal', 'Grass']","['Chlorophyll', 'Sap Sipper', 'Serene Grace']",475,80,100,70,60,70,95
#587,Emolga,Sky Squirrel Pokémon,"['1\'04""', '0.4m']","['11.0lbs', '5.0kg']","['Electric', 'Flying']","['Static', 'Motor Drive']",428,55,75,60,75,60,103
#588,Karrablast,Clamping Pokémon,"['1\'08""', '0.5m']","['13.0lbs', '5.9kg']",['Bug'],"['Swarm', 'Shed Skin', 'No Guard']",315,50,75,45,40,45,60
#589,Escavalier,Cavalry Pokémon,"['3\'03""', '1.0m']","['72.8lbs', '33.0kg']","['Bug', 'Steel']","['Swarm', 'Shell Armor', 'Overcoat']",495,70,135,105,60,105,20
#590,Foongus,Mushroom Pokémon,"['0\'08""', '0.2m']","['2.2lbs', '1.0kg']","['Grass', 'Poison']","['Effect Spore', 'Regenerator']",294,69,55,45,55,55,15
#591,Amoonguss,Mushroom Pokémon,"['2\'00""', '0.6m']","['23.1lbs', '10.5kg']","['Grass', 'Poison']","['Effect Spore', 'Regenerator']",464,114,85,70,85,80,30
#592,Frillish,Floating Pokémon,"['3\'11""', '1.2m']","['72.8lbs', '33.0kg']","['Water', 'Ghost']","['Water Absorb', 'Cursed Body', 'Damp']",335,55,40,50,65,85,40
#593,Jellicent,Floating Pokémon,"['7\'03""', '2.2m']","['297.6lbs', '135.0kg']","['Water', 'Ghost']","['Water Absorb', 'Cursed Body', 'Damp']",480,100,60,70,85,105,60
#594,Alomomola,Caring Pokémon,"['3\'11""', '1.2m']","['69.7lbs', '31.6kg']",['Water'],"['Healer', 'Hydration', 'Regenerator']",470,165,75,80,40,45,65
#595,Joltik,Attaching Pokémon,"['0\'04""', '0.1m']","['1.3lbs', '0.6kg']","['Bug', 'Electric']","['Compoundeyes', 'Unnerve', 'Swarm']",319,50,47,50,57,50,65
#596,Galvantula,EleSpider Pokémon,"['2\'07""', '0.8m']","['31.5lbs', '14.3kg']","['Bug', 'Electric']","['Compoundeyes', 'Unnerve', 'Swarm']",472,70,77,60,97,60,108
#597,Ferroseed,Thorn Seed Pokémon,"['2\'00""', '0.6m']","['41.4lbs', '18.8kg']","['Grass', 'Steel']",['Iron Barbs'],305,44,50,91,24,86,10
#598,Ferrothorn,Thorn Pod Pokémon,"['3\'03""', '1.0m']","['242.5lbs', '110.0kg']","['Grass', 'Steel']","['Iron Barbs', 'Anticipation']",489,74,94,131,54,116,20
#599,Klink,Gear Pokémon,"['1\'00""', '0.3m']","['46.3lbs', '21.0kg']",['Steel'],"['Plus', 'Minus', 'Clear Body']",300,40,55,70,45,60,30
#600,Klang,Gear Pokémon,"['2\'00""', '0.6m']","['112.4lbs', '51.0kg']",['Steel'],"['Plus', 'Minus', 'Clear Body']",440,60,80,95,70,85,50
#601,Klinklang,Gear Pokémon,"['2\'00""', '0.6m']","['178.6lbs', '81.0kg']",['Steel'],"['Plus', 'Minus', 'Clear Body']",520,60,100,115,70,85,90
#602,Tynamo,EleFish Pokémon,"['0\'08""', '0.2m']","['0.7lbs', '0.3kg']",['Electric'],['Levitate'],275,35,55,40,45,40,60
#603,Eelektrik,EleFish Pokémon,"['3\'11""', '1.2m']","['48.5lbs', '22kg']",['Electric'],['Levitate'],405,65,85,70,75,70,40
#604,Eelektross,EleFish Pokémon,"['6\'11""', '2.1m']","['177.5lbs', '80.5kg']",['Electric'],['Levitate'],515,85,115,80,105,80,50
#605,Elgyem,Cerebral Pokémon,"['1\'08""', '0.5m']","['19.8lbs', '9.0kg']",['Psychic'],"['Telepathy', 'Synchronize', 'Analytic']",335,55,55,55,85,55,30
#606,Beheeyem,Cerebral Pokémon,"['3\'03""', '1.0m']","['76.1lbs', '34.5kg']",['Psychic'],"['Telepathy', 'Synchronize', 'Analytic']",485,75,75,75,125,95,40
#607,Litwick,Candle Pokémon,"['1\'00""', '0.3m']","['6.8lbs', '3.1kg']","['Ghost', 'Fire']","['Flash Fire', 'Flame Body', 'Infiltrator']",275,50,30,55,65,55,20
#608,Lampent,Lamp Pokémon,"['2\'00""', '0.6m']","['28.7lbs', '13.0kg']","['Ghost', 'Fire']","['Flash Fire', 'Flame Body', 'Infiltrator']",370,60,40,60,95,60,55
#609,Chandelure,Luring Pokémon,"['3\'03""', '1.0m']","['75.6lbs', '34.3kg']","['Ghost', 'Fire']","['Flash Fire', 'Flame Body', 'Infiltrator']",520,60,55,90,145,90,80
#610,Axew,Tusk Pokémon,"['2\'00""', '0.6m']","['39.7lbs', '18.0kg']",['Dragon'],"['Rivalry', 'Mold Breaker', 'Unnerve']",320,46,87,60,30,40,57
#611,Fraxure,Axe Jaw Pokémon,"['3\'03""', '1.0m']","['79.4lbs', '36.0kg']",['Dragon'],"['Rivalry', 'Mold Breaker', 'Unnerve']",410,66,117,70,40,50,67
#612,Haxorus,Axe Jaw Pokémon,"['5\'11""', '1.8m']","['232.6lbs', '105.5kg']",['Dragon'],"['Rivalry', 'Mold Breaker', 'Unnerve']",540,76,147,90,60,70,97
#613,Cubchoo,Chill Pokémon,"['1\'08""', '0.5m']","['18.7lbs', '8.5kg']",['Ice'],"['Snow Cloak', 'Slush Rush', 'Rattled']",305,55,70,40,60,40,40
#614,Beartic,Freezing Pokémon,"['8\'06""', '2.6m']","['573.2lbs', '260.0kg']",['Ice'],"['Snow Cloak', 'Slush Rush', 'Swift Swim']",505,95,130,80,70,80,50
#615,Cryogonal,Crystallizing Pokémon,"['3\'07""', '1.1m']","['326.3lbs', '148.0kg']",['Ice'],['Levitate'],515,80,50,50,95,135,105
#616,Shelmet,Snail Pokémon,"['1\'04""', '0.4m']","['17.0lbs', '7.7kg']",['Bug'],"['Hydration', 'Shell Armor', 'Overcoat']",305,50,40,85,40,65,25
#617,Accelgor,Shell Out Pokémon,"['2\'07""', '0.8m']","['55.8lbs', '25.3kg']",['Bug'],"['Hydration', 'Sticky Hold', 'Unburden']",495,80,70,40,100,60,145
#618,Stunfisk,Trap Pokémon,"['2\'04"" / 2\'04""', '0.7m / 0.7m']","['24.3lbs / 45.2lbs', '11.0kg / 20.5kg']","['Ground', 'Electric']","['Static', 'Limber', 'Sand Veil']",471,109,66,84,81,99,32
#619,Mienfoo,Martial Arts Pokémon,"['2\'11""', '0.9m']","['44.1lbs', '20.0kg']",['Fighting'],"['Inner Focus', 'Regenerator', 'Reckless']",350,45,85,50,55,50,65
#620,Mienshao,Martial Arts Pokémon,"['4\'07""', '1.4m']","['78.3lbs', '35.5kg']",['Fighting'],"['Inner Focus', 'Regenerator', 'Reckless']",510,65,125,60,95,60,105
#621,Druddigon,Cave Pokémon,"['5\'03""', '1.6m']","['306.4lbs', '139.0kg']",['Dragon'],"['Rough Skin', 'Sheer Force', 'Mold Breaker']",485,77,120,90,60,90,48
#622,Golett,Automaton Pokémon,"['3\'03""', '1.0m']","['202.8lbs', '92.0kg']","['Ground', 'Ghost']","['Iron Fist', 'Klutz', 'No Guard']",303,59,74,50,35,50,35
#623,Golurk,Automaton Pokémon,"['9\'02""', '2.8m']","['727.5lbs', '330.0kg']","['Ground', 'Ghost']","['Iron Fist', 'Klutz', 'No Guard']",483,89,124,80,55,80,55
#624,Pawniard,Sharp Blade Pokémon,"['1\'08""', '0.5m']","['22.5lbs', '10.2kg']","['Dark', 'Steel']","['Defiant', 'Inner Focus', 'Pressure']",340,45,85,70,40,40,60
#625,Bisharp,Sword Blade Pokémon,"['5\'03""', '1.6m']","['154.3lbs', '70.0kg']","['Dark', 'Steel']","['Defiant', 'Inner Focus', 'Pressure']",490,65,125,100,60,70,70
#626,Bouffalant,Bash Buffalo Pokémon,"['5\'03""', '1.6m']","['208.6lbs', '94.6kg']",['Normal'],"['Reckless', 'Sap Sipper', 'Soundproof']",490,95,110,95,40,95,55
#627,Rufflet,Eaglet Pokémon,"['1\'08""', '0.5m']","['23.1lbs', '10.5kg']","['Normal', 'Flying']","['Keen Eye', 'Sheer Force', 'Hustle']",350,70,83,50,37,50,60
#628,Braviary,Valiant Pokémon (Unovan)Battle Cry Pokémon (Hisuian),"['4\'11""', '1.5m']","['90.4lbs', '41.0kg']","['Normal', 'Flying']","['Keen Eye', 'Sheer Force', 'Defiant']",510,100,123,75,57,75,80
#629,Vullaby,Diapered Pokémon,"['1\'08""', '0.5m']","['19.8lbs', '9.0kg']","['Dark', 'Flying']","['Big Pecks', 'Overcoat', 'Weak Armor']",370,70,55,75,45,65,60
#630,Mandibuzz,Bone Vulture Pokémon,"['3\'11""', '1.2m']","['87.1lbs', '39.5kg']","['Dark', 'Flying']","['Big Pecks', 'Overcoat', 'Weak Armor']",510,110,65,105,55,95,80
#631,Heatmor,Anteater Pokémon,"['4\'07""', '1.4m']","['127.9lbs', '58.0kg']",['Fire'],"['Gluttony', 'Flash Fire', 'White Smoke']",484,85,97,66,105,66,65
#632,Durant,Iron Ant Pokémon,"['1\'00""', '0.3m']","['72.8lbs', '33.0kg']","['Bug', 'Steel']","['Swarm', 'Hustle', 'Truant']",484,58,109,112,48,48,109
#633,Deino,Irate Pokémon,"['2\'07""', '0.8m']","['38.1lbs', '17.3kg']","['Dark', 'Dragon']",['Hustle'],300,52,65,50,45,50,38
#634,Zweilous,Hostile Pokémon,"['4\'07""', '1.4m']","['110.2lbs', '50.0kg']","['Dark', 'Dragon']",['Hustle'],420,72,85,70,65,70,58
#635,Hydreigon,Brutal Pokémon,"['5\'11""', '1.8m']","['352.7lbs', '160.0kg']","['Dark', 'Dragon']",['Levitate'],600,92,105,90,125,90,98
#636,Larvesta,Torch Pokémon,"['3\'07""', '1.1m']","['63.5lbs', '28.8kg']","['Bug', 'Fire']","['Flame Body', 'Swarm']",360,55,85,55,50,55,60
#637,Volcarona,Sun Pokémon,"['5\'03""', '1.6m']","['101.4lbs', '46.0kg']","['Bug', 'Fire']","['Flame Body', 'Swarm']",550,85,60,65,135,105,100
#638,Cobalion,Iron Will Pokémon,"['6\'11""', '2.1m']","['551.1lbs', '250.0kg']","['Steel', 'Fighting']",['Justified'],580,91,90,129,90,72,108
#639,Terrakion,Cavern Pokémon,"['6\'03""', '1.9m']","['573.2lbs', '260.0kg']","['Rock', 'Fighting']",['Justified'],580,91,129,90,72,90,108
#640,Virizion,Grassland Pokémon,"['6\'07""', '2.0m']","['440.9lbs', '200.0kg']","['Grass', 'Fighting']",['Justified'],580,91,90,72,90,129,108
#641,Tornadus,Cyclone Pokémon,"['4\'11""', '1.5m']","['138.9lbs', '63.0kg']",['Flying'],"['Prankster', 'Defiant']",580,79,115,70,125,80,111
#642,Thundurus,Bolt Strike Pokémon,"['4\'11""', '1.5m']","['134.5lbs', '61.0kg']","['Electric', 'Flying']","['Prankster', 'Defiant']",580,79,115,70,125,80,111
#643,Reshiram,Vast White Pokémon,"['10\'06""', '3.2m']","['727.5lbs', '330.0kg']","['Dragon', 'Fire']",['Turboblaze'],680,100,120,100,150,120,90
#644,Zekrom,Deep Black Pokémon,"['9\'06""', '2.9m']","['760.6lbs', '345.0kg']","['Dragon', 'Electric']",['Teravolt'],680,100,150,120,120,100,90
#645,Landorus,Abundance Pokémon,"['4\'11""', '1.5m']","['149.9lbs', '68.0kg']","['Ground', 'Flying']","['Sand Force', 'Sheer Force']",600,89,125,90,115,80,101
#646,Kyurem,Boundary Pokémon,"['9\'10""', '3.0m']","['716.5lbs', '325.0kg']","['Dragon', 'Ice']",['Pressure'],660,125,130,90,130,90,95
#647,Keldeo,Colt Pokémon,"['4\'07""', '1.4m']","['106.9lbs', '48.5kg']","['Water', 'Fighting']",['Justified'],580,91,72,90,129,90,108
#648,Meloetta,Melody Pokémon,"['2\'00""', '0.6m']","['14.3lbs', '6.5kg']","['Normal', 'Psychic']",['Serene Grace'],600,100,77,77,128,128,90
#649,Genesect,Paleozoic Pokémon,"['4\'11""', '1.5m']","['181.9lbs', '82.5kg']","['Bug', 'Steel']",['Download'],600,71,120,95,120,95,99
#650,Chespin,Spiky Nut Pokémon,"['1\'04""', '0.4m']","['19.8lbs', '9kg']",['Grass'],"['Overgrow', 'Bulletproof']",313,56,61,65,48,45,38
#651,Quilladin,Spiny Armor Pokémon,"['2\'04""', '0.7m']","['63.9lbs', '29kg']",['Grass'],"['Overgrow', 'Bulletproof']",405,61,78,95,56,58,57
#652,Chesnaught,Spiny Armor Pokémon,"['5\'03""', '1.6m']","['198.4lbs', '90kg']","['Grass', 'Fighting']","['Overgrow', 'Bulletproof']",530,88,107,122,74,75,64
#653,Fennekin,Fox Pokémon,"['1\'04""', '0.4m']","['20.7lbs', '9.4kg']",['Fire'],"['Blaze', 'Magician']",307,40,45,40,62,60,60
#654,Braixen,Fox Pokémon,"['3\'03""', '1m']","['32.0lbs', '14.5kg']",['Fire'],"['Blaze', 'Magician']",409,59,59,58,90,70,73
#655,Delphox,Fox Pokémon,"['4\'11""', '1.5m']","['86.0lbs', '39kg']","['Fire', 'Psychic']","['Blaze', 'Magician']",534,75,69,72,114,100,104
#656,Froakie,Bubble Frog Pokémon,"['1\'00""', '0.3m']","['15.4lbs', '7kg']",['Water'],"['Torrent', 'Protean']",314,41,56,40,62,44,71
#657,Frogadier,Bubble Frog Pokémon,"['2\'00""', '0.6m']","['24.0lbs', '10.9kg']",['Water'],"['Torrent', 'Protean']",405,54,63,52,83,56,97
#658,Greninja,Ninja Pokémon,"['4\'11""', '1.5m']","['88.2lbs', '40kg']","['Water', 'Dark']","['Torrent', 'Protean']",530,72,95,67,103,71,122
#659,Bunnelby,Digging Pokémon,"['1\'04""', '0.4m']","['11.0lbs', '5.0kg']",['Normal'],"['Pickup', 'Cheek Pouch', 'Huge Power']",237,38,36,38,32,36,57
#660,Diggersby,Digging Pokémon,"['3\'03""', '1.0m']","['93.5lbs', '42.4kg']","['Normal', 'Ground']","['Pickup', 'Cheek Pouch', 'Huge Power']",423,85,56,77,50,77,78
#661,Fletchling,Tiny Robin Pokémon,"['1\'00""', '0.3m']","['3.7lbs', '1.7kg']","['Normal', 'Flying']","['Big Pecks', 'Gale Wings']",278,45,50,43,40,38,62
#662,Fletchinder,Ember Pokémon,"['2\'04""', '0.7m']","['35.3lbs', '16.0kg']","['Fire', 'Flying']","['Flame Body', 'Gale Wings']",382,62,73,55,56,52,84
#663,Talonflame,Scorching Pokémon,"['3\'11""', '1.2m']","['54.0lbs', '24.5kg']","['Fire', 'Flying']","['Flame Body', 'Gale Wings']",499,78,81,71,74,69,126
#664,Scatterbug,Scatterdust Pokémon,"['1\'00""', '0.3m']","['5.5lbs', '2.5kg']",['Bug'],"['Shield Dust', 'Compoundeyes', 'Friend Guard']",200,38,35,40,27,25,35
#665,Spewpa,Scatterdust Pokémon,"['1\'00""', '0.3m']","['18.5lbs', '8.4kg']",['Bug'],"['Shed Skin', 'Friend Guard']",213,45,22,60,27,30,29
#666,Vivillon,Scale Pokémon,"['3\'11""', '1.2m']","['37.5lbs', '17kg']","['Bug', 'Flying']","['Shield Dust', 'Compoundeyes', 'Friend Guard']",411,80,52,50,90,50,89
#667,Litleo,Lion Cub Pokémon,"['2\'00""', '0.6m']","['29.8lbs', '13.5kg']","['Fire', 'Normal']","['Rivalry', 'Unnerve', 'Moxie']",369,62,50,58,73,54,72
#668,Pyroar,Royal Pokémon,"['4\'11""', '1.5m']","['179.7lbs', '81.5kg']","['Fire', 'Normal']","['Rivalry', 'Unnerve', 'Moxie']",507,86,68,72,109,66,106
#669,Flabébé,Single Bloom Pokémon,"['0\'04""', '0.1m']","['0.2lbs', '0.1kg']",['Fairy'],"['Flower Veil', 'Symbiosis']",303,44,38,39,61,79,42
#670,Floette,Single Bloom Pokémon,"['0\'08""', '0.2m']","['2.0lbs', '0.9kg']",['Fairy'],"['Flower Veil', 'Symbiosis']",371,54,45,47,75,98,52
#671,Florges,Garden Pokémon,"['3\'07""', '1.1m']","['22.0lbs', '10kg']",['Fairy'],"['Flower Veil', 'Symbiosis']",552,78,65,68,112,154,75
#672,Skiddo,Mount Pokémon,"['2\'11""', '0.9m']","['68.3lbs', '31kg']",['Grass'],"['Sap Sipper', 'Grass Pelt']",350,66,65,48,62,57,52
#673,Gogoat,Mount Pokémon,"['5\'07""', '1.7m']","['200.6lbs', '91kg']",['Grass'],"['Sap Sipper', 'Grass Pelt']",531,123,100,62,97,81,68
#674,Pancham,Playful Pokémon,"['2\'00""', '0.6m']","['17.6lbs', '8.0kg']",['Fighting'],"['Iron Fist', 'Mold Breaker', 'Scrappy']",348,67,82,62,46,48,43
#675,Pangoro,Daunting Pokémon,"['6\'11""', '2.1m']","['299.8lbs', '136.0kg']","['Fighting', 'Dark']","['Iron Fist', 'Mold Breaker', 'Scrappy']",495,95,124,78,69,71,58
#676,Furfrou,Poodle Pokémon,"['3\'11""', '1.2m']","['61.7lbs', '28kg']",['Normal'],['Fur Coat'],472,75,80,60,65,90,102
#677,Espurr,Restraint Pokémon,"['1\'00""', '0.3m']","['7.7lbs', '3.5kg']",['Psychic'],"['Keen Eye', 'Infiltrator', 'Own Tempo']",355,62,48,54,63,60,68
#678,Meowstic,Constraint Pokémon,"['2\'00""', '0.6m']","['18.7lbs', '8.5kg']",['Psychic'],"['Keen Eye', 'Infiltrator', 'Prankster']",466,74,48,76,83,81,104
#679,Honedge,Sword Pokémon,"['2\'07""', '0.8m']","['4.4lbs', '2.0kg']","['Steel', 'Ghost']",['No Guard'],325,45,80,100,35,37,28
#680,Doublade,Sword Pokémon,"['2\'07""', '0.8m']","['9.9lbs', '4.5kg']","['Steel', 'Ghost']",['No Guard'],448,59,110,150,45,49,35
#681,Aegislash,Royal Sword Pokémon,"['5\'07""', '1.7m']","['116.8lbs', '53.0kg']","['Steel', 'Ghost']",['Stance Change'],500,60,50,140,50,140,60
#682,Spritzee,Perfume Pokémon,"['0\'08""', '0.2m']","['1.1lbs', '0.5kg']",['Fairy'],"['Healer', 'Aroma Veil']",341,78,52,60,63,65,23
#683,Aromatisse,Fragrance Pokémon,"['2\'07""', '0.8m']","['34.2lbs', '15.5kg']",['Fairy'],"['Healer', 'Aroma Veil']",462,101,72,72,99,89,29
#684,Swirlix,Cotton Candy Pokémon,"['1\'04""', '0.4m']","['7.7lbs', '3.5kg']",['Fairy'],"['Sweet Veil', 'Unburden']",341,62,48,66,59,57,49
#685,Slurpuff,Meringue Pokémon,"['2\'07""', '0.8m']","['11.0lbs', '5.0kg']",['Fairy'],"['Sweet Veil', 'Unburden']",480,82,80,86,85,75,72
#686,Inkay,Revolving Pokémon,"['1\'04""', '0.4m']","['7.7lbs', '3.5kg']","['Dark', 'Psychic']","['Contrary', 'Suction Cups', 'Infiltrator']",288,53,54,53,37,46,45
#687,Malamar,Overturning Pokémon,"['4\'11""', '1.5m']","['103.6lbs', '47.0kg']","['Dark', 'Psychic']","['Contrary', 'Suction Cups', 'Infiltrator']",482,86,92,88,68,75,73
#688,Binacle,Two-Handed Pokémon,"['1\'08""', '0.5m']","['68.3lbs', '31.0kg']","['Rock', 'Water']","['Tough Claws', 'Sniper', 'Pickpocket']",306,42,52,67,39,56,50
#689,Barbaracle,Collective Pokémon,"['4\'03""', '1.3m']","['211.6lbs', '96.0kg']","['Rock', 'Water']","['Tough Claws', 'Sniper', 'Pickpocket']",500,72,105,115,54,86,68
#690,Skrelp,Mock Kelp Pokémon,"['1\'08""', '0.5m']","['16.1lbs', '7.3kg']","['Poison', 'Water']","['Poison Point', 'Poison Touch', 'Adaptability']",320,50,60,60,60,60,30
#691,Dragalge,Mock Kelp Pokémon,"['5\'11""', '1.8m']","['179.7lbs', '81.5kg']","['Poison', 'Dragon']","['Poison Point', 'Poison Touch', 'Adaptability']",494,65,75,90,97,123,44
#692,Clauncher,Water Gun Pokémon,"['1\'08""', '0.5m']","['18.3lbs', '8.3kg']",['Water'],['Mega Launcher'],330,50,53,62,58,63,44
#693,Clawitzer,Howitzer Pokémon,"['4\'03""', '1.3m']","['77.8lbs', '35.3kg']",['Water'],['Mega Launcher'],500,71,73,88,120,89,59
#694,Helioptile,Generator Pokémon,"['1\'08""', '0.5m']","['13.2lbs', '6.0kg']","['Electric', 'Normal']","['Dry Skin', 'Sand Veil', 'Solar Power']",289,44,38,33,61,43,70
#695,Heliolisk,Generator Pokémon,"['3\'03""', '1.0m']","['46.3lbs', '21.0kg']","['Electric', 'Normal']","['Dry Skin', 'Sand Veil', 'Solar Power']",481,62,55,52,109,94,109
#696,Tyrunt,Royal Heir Pokémon,"['2\'07""', '0.8m']","['57.3lbs', '26.0kg']","['Rock', 'Dragon']","['Strong Jaw', 'Sturdy']",362,58,89,77,45,45,48
#697,Tyrantrum,Despot Pokémon,"['8\'02""', '2.5m']","['595.2lbs', '270.0kg']","['Rock', 'Dragon']","['Strong Jaw', 'Rock Head']",521,82,121,119,69,59,71
#698,Amaura,Tundra Pokémon,"['4\'03""', '1.3m']","['55.6lbs', '25.2kg']","['Rock', 'Ice']","['Refrigerate', 'Snow Warning']",362,77,59,50,67,63,46
#699,Aurorus,Tundra Pokémon,"['8\'10""', '2.7m']","['496.0lbs', '225.0kg']","['Rock', 'Ice']","['Refrigerate', 'Snow Warning']",521,123,77,72,99,92,58
#700,Sylveon,Intertwining Pokémon,"['3\'03""', '1.0m']","['51.8lbs', '23.5kg']",['Fairy'],"['Cute Charm', 'Pixilate']",525,95,65,65,110,130,60
#701,Hawlucha,Wrestling Pokémon,"['2\'07""', '0.8m']","['47.4lbs', '21.5kg']","['Fighting', 'Flying']","['Limber', 'Unburden', 'Mold Breaker']",500,78,92,75,74,63,118
#702,Dedenne,Antenna Pokémon,"['0\'08""', '0.2m']","['4.9lbs', '2.2kg']","['Electric', 'Fairy']","['Cheek Pouch', 'Pickup', 'Plus']",431,67,58,57,81,67,101
#703,Carbink,Jewel Pokémon,"['1\'00""', '0.3m']","['12.6lbs', '5.7kg']","['Rock', 'Fairy']","['Clear Body', 'Sturdy']",500,50,50,150,50,150,50
#704,Goomy,Soft Tissue Pokémon,"['1\'00""', '0.3m']","['6.2lbs', '2.8kg']",['Dragon'],"['Sap Sipper', 'Hydration', 'Gooey']",300,45,50,35,55,75,40
#705,Sliggoo,Soft Tissue Pokémon,"['2\'07""', '0.8m']","['38.6lbs', '17.5kg']",['Dragon'],"['Sap Sipper', 'Hydration', 'Gooey']",452,68,75,53,83,113,60
#706,Goodra,Dragon Pokémon,"['6\'07""', '2.0m']","['331.8lbs', '150.5kg']",['Dragon'],"['Sap Sipper', 'Hydration', 'Gooey']",600,90,100,70,110,150,80
#707,Klefki,Key Ring Pokémon,"['0\'08""', '0.2m']","['6.6lbs', '3.0kg']","['Steel', 'Fairy']","['Prankster', 'Magician']",470,57,80,91,80,87,75
#708,Phantump,Stump Pokémon,"['1\'04""', '0.4m']","['15.4lbs', '7.0kg']","['Ghost', 'Grass']","['Natural Cure', 'Frisk', 'Harvest']",309,43,70,48,50,60,38
#709,Trevenant,Elder Tree Pokémon,"['4\'11""', '1.5m']","['156.5lbs', '71.0kg']","['Ghost', 'Grass']","['Natural Cure', 'Frisk', 'Harvest']",474,85,110,76,65,82,56
#710,Pumpkaboo,Pumpkin Pokémon,"['1\'04""', '0.4m']","['11.0lbs', '5.0kg']","['Ghost', 'Grass']","['Pickup', 'Frisk', 'Insomnia']",335,49,66,70,44,55,51
#711,Gourgeist,Pumpkin Pokémon,"['2\'11""', '0.9m']","['27.6lbs', '12.5kg']","['Ghost', 'Grass']","['Pickup', 'Frisk', 'Insomnia']",494,65,90,122,58,75,84
#712,Bergmite,Ice Chunk Pokémon,"['3\'03""', '1.0m']","['219.4lbs', '99.5kg']",['Ice'],"['Own Tempo', 'Ice Body', 'Sturdy']",304,55,69,85,32,35,28
#713,Avalugg,Iceberg Pokémon,"['6\'07""', '2.0m']","['1113.3lbs', '505.0kg']",['Ice'],"['Own Tempo', 'Ice Body', 'Sturdy']",514,95,117,184,44,46,28
#714,Noibat,Sound Wave Pokémon,"['1\'08""', '0.5m']","['17.6lbs', '8.0kg']","['Flying', 'Dragon']","['Frisk', 'Infiltrator', 'Telepathy']",245,40,30,35,45,40,55
#715,Noivern,Sound Wave Pokémon,"['4\'11""', '1.5m']","['187.4lbs', '85.0kg']","['Flying', 'Dragon']","['Frisk', 'Infiltrator', 'Telepathy']",535,85,70,80,97,80,123
#716,Xerneas,Life Pokémon,"['9\'10""', '3.0m']","['474.0lbs', '215.0kg']",['Fairy'],['Fairy Aura'],680,126,131,95,131,98,99
#717,Yveltal,Destruction Pokémon,"['19\'00""', '5.8m']","['447.5lbs', '203.0kg']","['Dark', 'Flying']",['Dark Aura'],680,126,131,95,131,98,99
#718,Zygarde,Order Pokémon,"['16\'05""', '5.0m']","['672.4lbs', '305.0kg']","['Dragon', 'Ground']",['Aura Break'],600,108,100,121,81,95,95
#719,Diancie,Jewel Pokémon,"['2\'04""', '0.7m']","['19.4lbs', '8.8kg']","['Rock', 'Fairy']",['Clear Body'],600,50,100,150,100,150,50
#720,Hoopa,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),"['1\'08"" /  21\'04""', '0.5m / 6.5m']","['19.8lbs / $vivillonmarine.2lbs', '9kg / 490kg']","['Psychic', 'Ghost']",['Magician'],600,80,110,60,150,130,70
#721,Volcanion,Steam Pokémon,"['5\'07""', '1.7m']","['429.9lbs', '195.0kg']","['Fire', 'Water']",['Water Absorb'],600,80,110,120,130,90,70
#722,Rowlet,Grass Quill Pokémon,"['1\'00""', '0.3m']","['3.3lbs', '1.5kg']","['Grass', 'Flying']","['Overgrow', 'Long Reach']",320,68,55,55,50,50,42
#723,Dartrix,Blade Quill Pokémon,"['2\'04""', '0.7m']","['35.3lbs', '16.0kg']","['Grass', 'Flying']","['Overgrow', 'Long Reach']",420,78,75,75,70,70,52
#724,Decidueye,Arrow Quill Pokémon,"['5\'03""', '1.6m']","['80.7lbs', '36.6kg']","['Grass', 'Ghost']","['Overgrow', 'Long Reach']",530,78,107,75,100,100,70
#725,Litten,Fire Cat Pokémon,"['1\'04""', '0.4m']","['9.5lbs', '4.3kg']",['Fire'],"['Blaze', 'Intimidate']",320,45,65,40,60,40,70
#726,Torracat,Fire Cat Pokémon,"['2\'04""', '0.7m']","['55.1lbs', '25.0kg']",['Fire'],"['Blaze', 'Intimidate']",420,65,85,50,80,50,90
#727,Incineroar,Heel Pokémon,"['5\'11""', '1.8m']","['183.0lbs', '83.0kg']","['Fire', 'Dark']","['Blaze', 'Intimidate']",530,95,115,90,80,90,60
#728,Popplio,Sea Lion Pokémon,"['1\'04""', '0.4m']","['16.5lbs', '7.5kg']",['Water'],"['Torrent', 'Liquid Voice']",320,50,54,54,66,56,40
#729,Brionne,Pop Star Pokémon,"['2\'00""', '0.6m']","['38.6lbs', '17.5kg']",['Water'],"['Torrent', 'Liquid Voice']",420,60,69,69,91,81,50
