number,name,sprite,class,height,weight,type1,type2,ability1,ability2,ability3,bst,hp,attack,defense,sp_attack,sp_defense,speed
711,Gourgeist,require('../sprites/711.png'),Pumpkin Pokémon,0.9m,12.5kg,Ghost,Grass,Pickup,Frisk,Insomnia,494,65,90,122,58,75,84
712,Bergmite,require('../sprites/712.png'),Ice Chunk Pokémon,1.0m,99.5kg,Ice,,Own Tempo,Ice Body,Sturdy,304,55,69,85,32,35,28
713,Avalugg,require('../sprites/713.png'),Iceberg Pokémon,2.0m,505.0kg,Ice,,Own Tempo,Ice Body,Sturdy,514,95,117,184,44,46,28
714,Noibat,require('../sprites/714.png'),Sound Wave Pokémon,0.5m,8.0kg,Flying,Dragon,Frisk,Infiltrator,Telepathy,245,40,30,35,45,40,55
715,Noivern,require('../sprites/715.png'),Sound Wave Pokémon,1.5m,85.0kg,Flying,Dragon,Frisk,Infiltrator,Telepathy,535,85,70,80,97,80,123
716,Xerneas,require('../sprites/716.png'),Life Pokémon,3.0m,215.0kg,Fairy,,Fairy Aura,,,680,126,131,95,131,98,99
717,Yveltal,require('../sprites/717.png'),Destruction Pokémon,5.8m,203.0kg,Dark,Flying,Dark Aura,,,680,126,131,95,131,98,99
718,Zygarde,require('../sprites/718.png'),Order Pokémon,5.0m,305.0kg,Dragon,Ground,Aura Break,,,600,108,100,121,81,95,95
719,Diancie,require('../sprites/719.png'),Jewel Pokémon,0.7m,8.8kg,Rock,Fairy,Clear Body,,,600,50,100,150,100,150,50
720,Hoopa,require('../sprites/720.png'),Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),0.5m / 6.5m,9kg / 490kg,Psychic,Ghost,Magician,,,600,80,110,60,150,130,70
721,Volcanion,require('../sprites/721.png'),Steam Pokémon,1.7m,195.0kg,Fire,Water,Water Absorb,,,600,80,110,120,130,90,70
722,Rowlet,require('../sprites/722.png'),Grass Quill Pokémon,0.3m,1.5kg,Grass,Flying,Overgrow,Long Reach,,320,68,55,55,50,50,42
723,Dartrix,require('../sprites/723.png'),Blade Quill Pokémon,0.7m,16.0kg,Grass,Flying,Overgrow,Long Reach,,420,78,75,75,70,70,52
724,Decidueye,require('../sprites/724.png'),Arrow Quill Pokémon,1.6m,36.6kg,Grass,Ghost,Overgrow,Long Reach,,530,78,107,75,100,100,70
725,Litten,require('../sprites/725.png'),Fire Cat Pokémon,0.4m,4.3kg,Fire,,Blaze,Intimidate,,320,45,65,40,60,40,70
726,Torracat,require('../sprites/726.png'),Fire Cat Pokémon,0.7m,25.0kg,Fire,,Blaze,Intimidate,,420,65,85,50,80,50,90
727,Incineroar,require('../sprites/727.png'),Heel Pokémon,1.8m,83.0kg,Fire,Dark,Blaze,Intimidate,,530,95,115,90,80,90,60
728,Popplio,require('../sprites/728.png'),Sea Lion Pokémon,0.4m,7.5kg,Water,,Torrent,Liquid Voice,,320,50,54,54,66,56,40
729,Brionne,require('../sprites/729.png'),Pop Star Pokémon,0.6m,17.5kg,Water,,Torrent,Liquid Voice,,420,60,69,69,91,81,50
730,Primarina,require('../sprites/730.png'),Soloist Pokémon,1.8m,44.0kg,Water,Fairy,Torrent,Liquid Voice,,530,80,74,74,126,116,60
731,Pikipek,require('../sprites/731.png'),Woodpecker Pokémon,0.3m,1.2kg,Normal,Flying,Keen Eye,Skill Link,Pickup,265,35,75,30,30,30,65
732,Trumbeak,require('../sprites/732.png'),Bugle Beak Pokémon,0.6m,14.8kg,Normal,Flying,Keen Eye,Skill Link,Pickup,355,55,85,50,40,50,75
733,Toucannon,require('../sprites/733.png'),Cannon Pokémon,1.1m,26kg,Normal,Flying,Keen Eye,Skill Link,Sheer Force,485,80,120,75,75,75,60
734,Yungoos,require('../sprites/734.png'),Loitering Pokémon,0.4m,6kg,Normal,,Stakeout,Strong Jaw,Adaptability,253,48,70,30,30,30,45
735,Gumshoos,require('../sprites/735.png'),Stakeout Pokémon,0.7m,14.2kg,Normal,,Stakeout,Strong Jaw,Adaptability,418,88,110,60,55,60,45
736,Grubbin,require('../sprites/736.png'),Larva Pokémon,0.4m,4.4kg,Bug,,Swarm,,,300,47,62,45,55,45,46
737,Charjabug,require('../sprites/737.png'),Battery Pokémon,0.5m,10.5kg,Bug,Electric,Battery,,,400,57,82,95,55,75,36
738,Vikavolt,require('../sprites/738.png'),Stag Beetle Pokémon,1.5m,45.0kg,Bug,Electric,Levitate,,,500,77,70,90,145,75,43
739,Crabrawler,require('../sprites/739.png'),Boxing Pokémon,0.6m,7kg,Fighting,,Hyper Cutter,Iron Fist,Anger Point,338,47,82,57,42,47,63
740,Crabominable,require('../sprites/740.png'),Woolly Crab Pokémon,1.7m,180kg,Fighting,Ice,Hyper Cutter,Iron Fist,Anger Point,478,97,132,77,62,67,43
741,Oricorio,require('../sprites/741.png'),Dancing Pokémon,0.6m,3.4kg,Fire,Flying,Dancer,,,476,75,70,70,98,70,93
742,Cutiefly,require('../sprites/742.png'),Bee Fly Pokémon,0.1m,0.2kg,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,304,40,45,40,55,40,84
743,Ribombee,require('../sprites/743.png'),Bee Fly Pokémon,0.2m,0.5kg,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,464,60,55,60,95,70,124
744,Rockruff,require('../sprites/744.png'),Puppy Pokémon,0.5m,9.2kg,Rock,,Keen Eye,Vital Spirit,Steadfast,280,45,65,40,30,40,60
745,Lycanroc,require('../sprites/745.png'),Wolf Pokémon,0.8m / 1.1m / 0.8m,25.0kg / 25.0kg,Rock,,Keen Eye,Sand Rush,Steadfast,487,75,115,65,55,65,112
746,Wishiwashi,require('../sprites/746.png'),Small Fry Pokémon,0.2m / 0.8m,0.3kg / 25.0kg,Water,,Schooling,,,175,45,20,20,25,25,40
747,Mareanie,require('../sprites/747.png'),Brutal Star Pokémon,0.4m,8.0kg,Poison,Water,Merciless,Limber,Regenerator,305,50,53,62,43,52,45
748,Toxapex,require('../sprites/748.png'),Brutal Star Pokémon,0.7m,14.5kg,Poison,Water,Merciless,Limber,Regenerator,495,50,63,152,53,142,35
749,Mudbray,require('../sprites/749.png'),Donkey Pokémon,1.0m,110.0kg,Ground,,Own Tempo,Stamina,Inner Focus,385,70,100,70,45,55,45
750,Mudsdale,require('../sprites/750.png'),Draft Horse Pokémon,2.5m,920.0kg,Ground,,Own Tempo,Stamina,Inner Focus,500,100,125,100,55,85,35
751,Dewpider,require('../sprites/751.png'),Water Bubble Pokémon,0.3m,4.0kg,Water,Bug,Water Bubble,Water Absorb,,269,38,40,52,40,72,27
752,Araquanid,require('../sprites/752.png'),Water Bubble Pokémon,1.8m,82.0kg,Water,Bug,Water Bubble,Water Absorb,,454,68,70,92,50,132,42
753,Fomantis,require('../sprites/753.png'),Sickle Grass Pokémon,0.3m,1.5kg,Grass,,Leaf Guard,Contrary,,250,40,55,35,50,35,35
754,Lurantis,require('../sprites/754.png'),Bloom Sickle Pokémon,0.9m,18.5kg,Grass,,Leaf Guard,Contrary,,480,70,105,90,80,90,45
755,Morelull,require('../sprites/755.png'),Illuminating Pokémon,0.2m,1.5kg,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,285,40,35,55,65,75,15
756,Shiinotic,require('../sprites/756.png'),Illuminating Pokémon,1.0m,11.5kg,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,405,60,45,80,90,100,30
757,Salandit,require('../sprites/757.png'),Toxic Lizard Pokémon,0.6m,4.8kg,Poison,Fire,Corrosion,Oblivious,,320,48,44,40,71,40,77
758,Salazzle,require('../sprites/758.png'),Toxic Lizard Pokémon,1.2m,22.2kg,Poison,Fire,Corrosion,Oblivious,,480,68,64,60,111,60,117
759,Stufful,require('../sprites/759.png'),Flailing Pokémon,0.5m,6.8kg,Normal,Fighting,Fluffy,Klutz,Cute Charm,340,70,75,50,45,50,50
760,Bewear,require('../sprites/760.png'),Strong Arm Pokémon,2.1m,135.0kg,Normal,Fighting,Fluffy,Klutz,Unnerve,500,120,125,80,55,60,60
761,Bounsweet,require('../sprites/761.png'),Fruit Pokémon,0.3m,3.2kg,Grass,,Leaf Guard,Oblivious,Sweet Veil,210,42,30,38,30,38,32
762,Steenee,require('../sprites/762.png'),Fruit Pokémon,0.7m,8.2kg,Grass,,Leaf Guard,Oblivious,Sweet Veil,290,52,40,48,40,48,62
763,Tsareena,require('../sprites/763.png'),Fruit Pokémon,1.2m,21.4kg,Grass,,Leaf Guard,Queenly Majesty,Sweet Veil,510,72,120,98,50,98,72
764,Comfey,require('../sprites/764.png'),Posy Picker Pokémon,0.1m,0.3kg,Fairy,,Flower Veil,Triage,Natural Cure,485,51,52,90,82,110,100
765,Oranguru,require('../sprites/765.png'),Sage Pokémon,1.5m,76.0kg,Normal,Psychic,Inner Focus,Telepathy,Symbiosis,490,90,60,80,90,110,60
766,Passimian,require('../sprites/766.png'),Teamwork Pokémon,2.0m,82.8kg,Fighting,,Receiver,Defiant,,490,100,120,90,40,60,80
767,Wimpod,require('../sprites/767.png'),Turn Tail Pokémon,0.5m,12.0kg,Bug,Water,Wimp Out,,,230,25,35,40,20,30,80
768,Golisopod,require('../sprites/768.png'),Hard Scale Pokémon,2.0m,108.0kg,Bug,Water,Emergency Exit,,,530,75,125,140,60,90,40
769,Sandygast,require('../sprites/769.png'),Sand Heap Pokémon,0.5m,70.0kg,Ghost,Ground,Water Compaction,Sand Veil,,320,55,55,80,70,45,15
770,Palossand,require('../sprites/770.png'),Sand Castle Pokémon,1.3m,250.0kg,Ghost,Ground,Water Compaction,Sand Veil,,480,85,75,110,100,75,35
771,Pyukumuku,require('../sprites/771.png'),Sea Cucumber Pokémon,0.3m,1.2kg,Water,,Innards Out,Unaware,,410,55,60,130,30,130,5
772,Type: Null,require('../sprites/772.png'),Synthetic Pokémon,1.9m,120.5kg,Normal,,Battle Armor,,,534,95,95,95,95,95,59
773,Silvally,require('../sprites/773.png'),Synthetic Pokémon,2.3m,100.5kg,Normal,,RKS System,,,570,95,95,95,95,95,95
774,Minior,require('../sprites/774.png'),Meteor Pokémon,0.3m,40kg,Rock,Flying,Shields Down,,,440,60,60,100,60,100,60
775,Komala,require('../sprites/775.png'),Drowsing Pokémon,0.4m,19.9kg,Normal,,Comatose,,,480,65,115,65,75,95,65
776,Turtonator,require('../sprites/776.png'),Blast Turtle Pokémon,2.0m,212.0kg,Fire,Dragon,Shell Armor,,,485,60,78,135,91,85,36
777,Togedemaru,require('../sprites/777.png'),Roly-Poly Pokémon,0.3m,3.3kg,Electric,Steel,Iron Barbs,Lightning Rod,Sturdy,435,65,98,63,40,73,96
778,Mimikyu,require('../sprites/778.png'),Disguise Pokémon,0.2m,0.7kg,Ghost,Fairy,Disguise,,,476,55,90,80,50,105,96
779,Bruxish,require('../sprites/779.png'),Gnash Teeth Pokémon,0.9m,19kg,Water,Psychic,Dazzling,Strong Jaw,Wonder Skin,475,68,105,70,70,70,92
780,Drampa,require('../sprites/780.png'),Placid Pokémon,3.0m,185.0kg,Normal,Dragon,Berserk,Sap Sipper,Cloud Nine,485,78,60,85,135,91,36
781,Dhelmise,require('../sprites/781.png'),Sea Creeper Pokémon,3.9m,210.0kg,Ghost,Grass,Steelworker,,,517,70,131,100,86,90,40
782,Jangmo-o,require('../sprites/782.png'),Scaly Pokémon,0.6m,29.7kg,Dragon,,Bulletproof,Soundproof,Overcoat,300,45,55,65,45,45,45
783,Hakamo-o,require('../sprites/783.png'),Scaly Pokémon,1.2m,47.0kg,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,420,55,75,90,65,70,65
784,Kommo-o,require('../sprites/784.png'),Scaly Pokémon,1.6m,78.2kg,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,600,75,110,125,100,105,85
785,Tapu Koko,require('../sprites/785.png'),Land Spirit Pokémon,1.8m,20.5kg,Electric,Fairy,Electric Surge,Telepathy,,570,70,115,85,95,75,130
786,Tapu Lele,require('../sprites/786.png'),Land Spirit Pokémon,1.2m,18.6kg,Psychic,Fairy,Psychic Surge,Telepathy,,570,70,85,75,130,115,95
787,Tapu Bulu,require('../sprites/787.png'),Land Spirit Pokémon,1.9m,45.5kg,Grass,Fairy,Grassy Surge,Telepathy,,570,70,130,115,85,95,75
788,Tapu Fini,require('../sprites/788.png'),Land Spirit Pokémon,1.3m,21.2kg,Water,Fairy,Misty Surge,Telepathy,,570,70,75,115,95,130,85
789,Cosmog,require('../sprites/789.png'),Nebula Pokémon,0.2m,0.1kg,Psychic,,Unaware,,,200,43,29,31,29,31,37
790,Cosmoem,require('../sprites/790.png'),Protostar Pokémon,0.1m,999.9kg,Psychic,,Sturdy,,,400,43,29,131,29,131,37
791,Solgaleo,require('../sprites/791.png'),Sunne Pokémon,3.4m,230.0kg,Psychic,Steel,Full Metal Body,,,680,137,137,107,113,89,97
792,Lunala,require('../sprites/792.png'),Moone Pokémon,4.0m,120.0kg,Psychic,Ghost,Shadow Shield,,,680,137,113,89,137,107,97
793,Nihilego,require('../sprites/793.png'),Parasite Pokémon,1.2m,55.5kg,Rock,Poison,Beast Boost,,,570,109,53,47,127,131,103
794,Buzzwole,require('../sprites/794.png'),Swollen Pokémon,2.4m,333.6kg,Bug,Fighting,Beast Boost,,,570,107,139,139,53,53,79
795,Pheromosa,require('../sprites/795.png'),Lissome Pokémon,1.8m,25.0kg,Bug,Fighting,Beast Boost,,,570,71,137,37,137,37,151
796,Xurkitree,require('../sprites/796.png'),Glowing Pokémon,3.8m,100.0kg,Electric,,Beast Boost,,,570,83,89,71,173,71,83
797,Celesteela,require('../sprites/797.png'),Launch Pokémon,9.2m,999.9kg,Steel,Flying,Beast Boost,,,570,97,101,103,107,101,61
798,Kartana,require('../sprites/798.png'),Drawn Sword Pokémon,0.3m,0.1kg,Grass,Steel,Beast Boost,,,570,59,181,131,59,31,109
799,Guzzlord,require('../sprites/799.png'),Junkivore Pokémon,5.5m,888.0kg,Dark,Dragon,Beast Boost,,,570,223,101,53,97,53,43
800,Necrozma,require('../sprites/800.png'),Prism Pokémon,2.4m / 3.8m / 2.3m,230.0kg / 460.0kg / 350.0kg,Psychic,,Prism Armor,,,600,97,107,101,127,89,79
801,Magearna,require('../sprites/801.png'),Artificial Pokémon,1.0m,80.5kg,Steel,Fairy,Soul-Heart,,,600,80,95,115,130,115,65
802,Marshadow,require('../sprites/802.png'),Gloomdweller Pokémon,0.7m,22.2kg,Fighting,Ghost,Technician,,,600,90,125,80,90,90,125
803,Poipole,require('../sprites/803.png'),Poison Pin Pokémon,0.6m,1.8kg,Poison,,Beast Boost,,,420,67,73,67,73,67,73
804,Naganadel,require('../sprites/804.png'),Poison Pin Pokémon,3.6m,150.0kg,Poison,Dragon,Beast Boost,,,540,73,73,73,127,73,121
805,Stakataka,require('../sprites/805.png'),Rampart Pokémon,5.5m,820.0kg,Rock,Steel,Beast Boost,,,570,61,131,211,53,101,13
806,Blacephalon,require('../sprites/806.png'),Fireworks Pokémon,1.8m,13.0kg,Fire,Ghost,Beast Boost,,,570,53,127,53,151,79,107
807,Zeraora,require('../sprites/807.png'),Thunderclap Pokémon,1.5m,44.5kg,Electric,,Volt Absorb,,,600,88,112,75,102,80,143
808,Meltan,require('../sprites/808.png'),Hex Nut Pokémon,0.2m,8.0kg,Steel,,Magnet Pull,,,300,46,65,65,55,35,34
809,Melmetal,require('../sprites/809.png'),Hex Nut Pokémon,2.5m,800.0kg,Steel,,Iron Fist,,,600,135,143,143,80,65,34
810,Grookey,require('../sprites/810.png'),Chimp Pokémon,0.3m,5.0kg,Grass,,Overgrow,Grassy Surge,,310,50,65,50,40,40,65
811,Thwackey,require('../sprites/811.png'),Beat Pokémon,0.7m,14.0kg,Grass,,Overgrow,Grassy Surge,,420,70,85,70,55,60,80
812,Rillaboom,require('../sprites/812.png'),Drummer Pokémon,2.1m,90.0kg,Grass,,Overgrow,Grassy Surge,,530,100,125,90,60,70,85
813,Scorbunny,require('../sprites/813.png'),Rabbit Pokémon,0.3m,4.5kg,Fire,,Blaze,Libero,,310,50,71,40,40,40,69
814,Raboot,require('../sprites/814.png'),Rabbit Pokémon,0.6m,9.0kg,Fire,,Blaze,Libero,,420,65,86,60,55,60,94
815,Cinderace,require('../sprites/815.png'),Striker Pokémon,1.4m,33.0kg,Fire,,Blaze,Libero,,530,80,116,75,65,75,119
816,Sobble,require('../sprites/816.png'),Water Lizard Pokémon,0.3m,4.0kg,Water,,Torrent,Sniper,,310,50,40,40,70,40,70
817,Drizzile,require('../sprites/817.png'),Water Lizard Pokémon,0.7m,11.5kg,Water,,Torrent,Sniper,,420,65,60,55,95,55,90
818,Inteleon,require('../sprites/818.png'),Secret Agent Pokémon,1.9m,45.2kg,Water,,Torrent,Sniper,,530,70,85,65,125,65,120
819,Skwovet,require('../sprites/819.png'),Cheeky Pokémon,0.3m,2.5kg,Normal,,Cheek Pouch,Gluttony,,275,70,55,55,35,35,25
820,Greedent,require('../sprites/820.png'),Greedy Pokémon,0.6m,6.0kg,Normal,,Cheek Pouch,Gluttony,,460,120,95,95,55,75,20
821,Rookidee,require('../sprites/821.png'),Tiny Bird Pokémon,0.2m,1.8kg,Flying,,Keen Eye,Unnerve,Big Pecks,245,38,47,35,33,35,57
822,Corvisquire,require('../sprites/822.png'),Raven Pokémon,0.8m,16.0kg,Flying,,Keen Eye,Unnerve,Big Pecks,365,68,67,55,43,55,77
823,Corviknight,require('../sprites/823.png'),Raven Pokémon,2.2m,75.0kg,Flying,Steel,Pressure,Unnerve,Mirror Armor,495,98,87,105,53,85,67
824,Blipbug,require('../sprites/824.png'),Larva Pokémon,0.4m,8.0kg,Bug,,Swarm,Compoundeyes,Telepathy,180,25,20,20,25,45,45
825,Dottler,require('../sprites/825.png'),Radome Pokémon,0.4m,19.5kg,Bug,Psychic,Swarm,Compoundeyes,Telepathy,335,50,35,80,50,90,30
826,Orbeetle,require('../sprites/826.png'),Seven Spot Pokémon,0.4m,40.8kg,Bug,Psychic,Swarm,Frisk,Telepathy,505,60,45,110,80,120,90
827,Nickit,require('../sprites/827.png'),Fox Pokémon,0.6m,8.9kg,Dark,,Run Away,Unburden,Stakeout,245,40,28,28,47,52,50
828,Thievul,require('../sprites/828.png'),Fox Pokémon,1.2m,19.9kg,Dark,,Run Away,Unburden,Stakeout,455,70,58,58,87,92,90
829,Gossifleur,require('../sprites/829.png'),Flowering Pokémon,0.4m,2.2kg,Grass,,Cotton Down,Regenerator,Effect Spore,250,40,40,60,40,60,10
830,Eldegoss,require('../sprites/830.png'),Cotton Bloom Pokémon,0.5m,2.5kg,Grass,,Cotton Down,Regenerator,Effect Spore,460,60,50,90,80,120,60
831,Wooloo,require('../sprites/831.png'),Sheep Pokémon,0.6m,6.0kg,Normal,,Fluffy,Run Away,Bulletproof,270,42,40,55,40,45,48
832,Dubwool,require('../sprites/832.png'),Sheep Pokémon,1.3m,43.0kg,Normal,,Fluffy,Steadfast,Bulletproof,490,72,80,100,60,90,88
833,Chewtle,require('../sprites/833.png'),Snapping Pokémon,0.3m,8.5kg,Water,,Strong Jaw,Shell Armor,Swift Swim,284,50,64,50,38,38,44
834,Drednaw,require('../sprites/834.png'),Bite Pokémon,1.0m,115.5kg,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,485,90,115,90,48,68,74
835,Yamper,require('../sprites/835.png'),Puppy Pokémon,0.3m,13.5kg,Electric,,Ball Fetch,Rattled,,270,59,45,50,40,50,26
836,Boltund,require('../sprites/836.png'),Dog Pokémon,1.0m,34.0kg,Electric,,Strong Jaw,Competitive,,490,69,90,60,90,60,121
837,Rolycoly,require('../sprites/837.png'),Coal Pokémon,0.3m,12.0kg,Rock,,Steam Engine,Heatproof,Flash Fire,240,30,40,50,40,50,30
838,Carkol,require('../sprites/838.png'),Coal Pokémon,1.1m,78.0kg,Rock,Fire,Steam Engine,Flame Body,Flash Fire,410,80,60,90,60,70,50
839,Coalossal,require('../sprites/839.png'),Coal Pokémon,2.8m,310.5kg,Rock,Fire,Steam Engine,Flame Body,Flash Fire,510,110,80,120,80,90,30
840,Applin,require('../sprites/840.png'),Apple Core Pokémon,0.2m,0.5kg,Grass,Dragon,Ripen,Gluttony,Bulletproof,260,40,40,80,40,40,20
841,Flapple,require('../sprites/841.png'),Apple Wing Pokémon,0.3m,1.0kg,Grass,Dragon,Ripen,Gluttony,Hustle,485,70,110,80,95,60,70
842,Appletun,require('../sprites/842.png'),Apple Nectar Pokémon,0.4m,13.0kg,Grass,Dragon,Ripen,Gluttony,Thick Fat,485,110,85,80,100,80,30
843,Silicobra,require('../sprites/843.png'),Sand Snake Pokémon,2.2m,7.6kg,Ground,,Sand Spit,Shed Skin,Sand Veil,315,52,57,75,35,50,46
844,Sandaconda,require('../sprites/844.png'),Sand Snake Pokémon,3.8m,65.5kg,Ground,,Sand Spit,Shed Skin,Sand Veil,510,72,107,125,65,70,71
845,Cramorant,require('../sprites/845.png'),Gulp Pokémon,0.8m,18.0kg,Flying,Water,Gulp Missile,,,475,70,85,55,85,95,85
846,Arrokuda,require('../sprites/846.png'),Rush Pokémon,0.5m,1.0kg,Water,,Swift Swim,Propeller Tail,,280,41,63,40,40,30,66
847,Barraskewda,require('../sprites/847.png'),Skewer Pokémon,1.3m,30.0kg,Water,,Swift Swim,Propeller Tail,,490,61,123,60,60,50,136
848,Toxel,require('../sprites/848.png'),Baby Pokémon,0.4m,11.0kg,Electric,Poison,Rattled,Static,Klutz,242,40,38,35,54,35,40
849,Toxtricity,require('../sprites/849.png'),Punk Pokémon,1.6m,40.0kg,Electric,Poison,Punk Rock,Plus,Technician,502,75,98,70,114,70,75
850,Sizzlipede,require('../sprites/850.png'),Radiator Pokémon,0.7m,1.0kg,Fire,Bug,Flash Fire,White Smoke,Flame Body,305,50,65,45,50,50,45
851,Centiskorch,require('../sprites/851.png'),Radiator Pokémon,3.0m,120.0kg,Fire,Bug,Flash Fire,White Smoke,Flame Body,525,100,115,65,90,90,65
852,Clobbopus,require('../sprites/852.png'),Tantrum Pokémon,0.6m,4.0kg,Fighting,,Limber,Technician,,310,50,68,60,50,50,32
853,Grapploct,require('../sprites/853.png'),Jujitsu Pokémon,1.6m,39.0kg,Fighting,,Limber,Technician,,480,80,118,90,70,80,42
854,Sinistea,require('../sprites/854.png'),Black Tea Pokémon,0.1m,0.2kg,Ghost,,Weak Armor,Cursed Body,,308,40,45,45,74,54,50
855,Polteageist,require('../sprites/855.png'),Black Tea Pokémon,0.2m,0.4kg,Ghost,,Weak Armor,Cursed Body,,508,60,65,65,134,114,70
856,Hatenna,require('../sprites/856.png'),Calm Pokémon,0.4m,3.4kg,Psychic,,Healer,Anticipation,Magic Bounce,265,42,30,45,56,53,39
857,Hattrem,require('../sprites/857.png'),Serene Pokémon,0.6m,4.8kg,Psychic,,Healer,Anticipation,Magic Bounce,370,57,40,65,86,73,49
858,Hatterene,require('../sprites/858.png'),Silent Pokémon,2.1m,5.1kg,Psychic,Fairy,Healer,Anticipation,Magic Bounce,510,57,90,95,136,103,29
859,Impidimp,require('../sprites/859.png'),Wily Pokémon,0.4m,5.5kg,Dark,Fairy,Prankster,Frisk,Pickpocket,265,45,45,30,55,40,50
860,Morgrem,require('../sprites/860.png'),Devious Pokémon,0.8m,12.5kg,Dark,Fairy,Prankster,Frisk,Pickpocket,370,65,60,45,75,55,70
861,Grimmsnarl,require('../sprites/861.png'),Bulk Up Pokémon,1.5m,61.0kg,Dark,Fairy,Prankster,Frisk,Pickpocket,510,95,120,65,95,75,60
862,Obstagoon,require('../sprites/862.png'),Blocking Pokémon,1.6m,46.0kg,Dark,Normal,Reckless,Guts,Defiant,520,93,90,101,60,81,95
863,Perrserker,require('../sprites/863.png'),Viking Pokémon,0.8m,28.0kg,Steel,,Battle Armor,Tough Claws,Steely Spirit,440,70,110,100,50,60,50
864,Cursola,require('../sprites/864.png'),Coral Pokémon,1.0m,0.4kg,Ghost,,Weak Armor,Perish Body,,510,60,95,50,145,130,30
865,Sirfetch'd,require('../sprites/865.png'),Wild Duck Pokémon,0.8m,117.0kg,Fighting,,Steadfast,Scrappy,,507,62,135,95,68,82,65
866,Mr. Rime,require('../sprites/866.png'),Comedian Pokémon,1.5m,58.2kg,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,520,80,85,75,110,100,70
867,Runerigus,require('../sprites/867.png'),Grudge Pokémon,1.6m,66.6kg,Ground,Ghost,Wandering Spirit,,,483,58,95,145,50,105,30
868,Milcery,require('../sprites/868.png'),Cream Pokémon,0.2m,0.3kg,Fairy,,Sweet Veil,Aroma Veil,,270,45,40,40,50,61,34
869,Alcremie,require('../sprites/869.png'),Cream Pokémon,0.3m,0.5kg,Fairy,,Sweet Veil,Aroma Veil,,495,65,60,75,110,121,64
870,Falinks,require('../sprites/870.png'),Formation Pokémon,3.0m,62.0kg,Fighting,,Battle Armor,Defiant,,470,65,100,100,70,60,75
871,Pincurchin,require('../sprites/871.png'),Sea Urchin Pokémon,0.3m,1.0kg,Electric,,Lightning Rod,Electric Surge,,435,48,101,95,91,85,15
872,Snom,require('../sprites/872.png'),Worm Pokémon,0.3m,3.8kg,Ice,Bug,Shield Dust,Ice Scales,,185,30,25,35,45,30,20
873,Frosmoth,require('../sprites/873.png'),Frost Moth Pokémon,1.3m,42.0kg,Ice,Bug,Shield Dust,Ice Scales,,475,70,65,60,125,90,65
874,Stonjourner,require('../sprites/874.png'),Big Rock Pokémon,2.5m,520.0kg,Rock,,Power Spot,,,470,100,125,135,20,20,70
875,Eiscue,require('../sprites/875.png'),Penguin Pokémon,1.4m,89.0kg,Ice,,Ice Face,,,470,75,80,110,65,90,50
876,Indeedee,require('../sprites/876.png'),Emotion Pokémon,0.9m,28.0kg,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,475,60,65,55,105,95,95
877,Morpeko,require('../sprites/877.png'),Two-Sided Pokémon,0.3m,3.0kg,Electric,Dark,Hunger Switch,,,436,58,95,58,70,58,97
878,Cufant,require('../sprites/878.png'),Copperderm Pokémon,1.2m,100.0kg,Steel,,Sheer Force,Heavy Metal,,330,72,80,49,40,49,40
879,Copperajah,require('../sprites/879.png'),Copperderm Pokémon,3.0m,650.0kg,Steel,,Sheer Force,Heavy Metal,,500,122,130,69,80,69,30
880,Dracozolt,require('../sprites/880.png'),Fossil Pokémon,1.8m,190.0kg,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,505,90,100,90,80,70,75
881,Arctozolt,require('../sprites/881.png'),Fossil Pokémon,2.3m,150.0kg,Electric,Ice,Volt Absorb,Static,Slush Rush,505,90,100,90,90,80,55
882,Dracovish,require('../sprites/882.png'),Fossil Pokémon,2.3m,215.0kg,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,505,90,90,100,70,80,75
883,Arctovish,require('../sprites/883.png'),Fossil Pokémon,2.0m,175.0kg,Water,Ice,Water Absorb,Ice Body,Slush Rush,505,90,90,100,80,90,55
884,Duraludon,require('../sprites/884.png'),Alloy Pokémon,1.8m,40.0kg,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,535,70,95,115,120,50,85
885,Dreepy,require('../sprites/885.png'),Lingering Pokémon,0.5m,2.0kg,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,270,28,60,30,40,30,82
886,Drakloak,require('../sprites/886.png'),Caretaker Pokémon,1.4m,11.0kg,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,410,68,80,50,60,50,102
887,Dragapult,require('../sprites/887.png'),Stealth Pokémon,3.0m,50.0kg,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,600,88,120,75,100,75,142
888,Zacian,require('../sprites/888.png'),Warrior Pokémon,2.8m,110.0kg,Fairy,,Intrepid Sword,,,670,92,130,115,80,115,138
